1382.047508719783,0
1382.068342338117,0
1382.089175955055,0
1382.110009571061,0
1382.130843186135,0
1382.151676800279,0
1382.172510412558,0
1382.193344023909,0
1382.214177633862,0
1382.235011241951,0
1382.255844848644,0
1382.276678453941,0
1382.297512057373,0
1382.31834565941,0
1382.339179259117,0
1382.360012857428,0
1382.380846453412,0
1382.401680047997,0
1382.422513640255,0
1382.44334723065,0
1382.464180819181,0
1382.485014405386,0
1382.505847989726,0
1382.610015879767,4
1382.630849451535,4
1382.651683021442,0
1382.672516588553,0
1382.693350154268,0
1382.714183717189,0
1382.735017278246,0
1382.755850837443,0
1382.776684394311,0
1382.797517949313,0
1382.81835150199,0
1382.839185052803,0
1382.860018601289,0
1382.880852148378,0
1382.901685692671,0
1382.922519235569,0
1382.943352776139,0
1382.964186314845,0
1382.985019851689,0
1383.00585338667,0
1383.026686919788,0
1383.047520450579,0
1383.068353979971,0
1383.089187507037,0
1383.110021032705,0
1383.130854556509,0
1383.151688078452,0
1383.172521598532,0
1383.19335511675,0
1383.214188633571,0
1383.235022148062,0
1383.255855661622,0
1383.276689172854,0
1383.29752268269,0
1383.318356190664,0
1383.339189697239,0
1383.360023202419,0
1383.380856705269,0
1383.401690207187,0
1383.422523707245,0
1383.443357205904,0
1383.464190702701,0
1383.485024198102,0
1383.505857692103,0
1383.52669118471,0
1383.547524675454,0
1383.568358165265,0
1383.589191653215,0
1383.610025139767,0
1383.672525591042,4
1383.693359072007,0
1383.714192551575,0
1383.735026029745,0
1383.755859506519,0
1383.776692981895,0
1383.797526456341,0
1383.818359928923,0
1383.839193400574,0
1383.860026870829,0
1383.880860339687,0
1383.901693807146,0
1383.922527273676,0
1383.943360738807,0
1383.964194202543,0
1383.985027665346,0
1384.005861126752,0
1384.026694586763,0
1384.047528045842,0
1384.068361503523,0
1384.089194960273,0
1384.110028415626,0
1384.130861869583,0
1384.151695323074,0
1384.172528774701,0
1384.193362225397,0
1384.214195675163,0
1384.23502912353,0
1384.255862570502,0
1384.318362905829,0
1384.339196348608,0
1384.360029790458,0
1384.380863230911,0
1384.401696670431,0
1384.422530109021,0
1384.443363546678,0
1384.464196982938,0
1384.485030418269,0
1384.505863852201,0
1384.526697285669,0
1384.547530717739,0
1384.568364148877,0
1384.58919757862,0
1384.610031007895,0
1384.630864435775,0
1384.651697862724,0
1384.67253128874,0
1384.693364713825,0
1384.71419813798,0
1384.735031560736,0
1384.755864982562,0
1384.776698403922,0
1384.797531823885,0
1384.818365242916,0
1384.83919866055,0
1384.860032077719,0
1384.880865493958,0
1384.901698909263,0
1384.922532323173,0
1384.943365736616,0
1384.964199148664,0
1384.985032560245,0
1385.005865970428,0
1385.026699380147,0
1385.04753278847,0
1385.068366195859,0
1385.089199602784,0
