A_DMAX,B_DMAX,DQUALITY,fitsfile
45.89686702101437,47.80035002792556,0,/nfs/phtess2/ar0/TESS/FFI/CAL/sector-10/tess2019088152934-s0010-2-3-0140-s_ffic.fits
45.89589169371902,47.80034680751203,0,/nfs/phtess2/ar0/TESS/FFI/CAL/sector-10/tess2019088155934-s0010-2-3-0140-s_ffic.fits
45.89561686627394,47.801784936088325,0,/nfs/phtess2/ar0/TESS/FFI/CAL/sector-10/tess2019088162934-s0010-2-3-0140-s_ffic.fits
45.895825998877285,47.80196063173344,0,/nfs/phtess2/ar0/TESS/FFI/CAL/sector-10/tess2019088165934-s0010-2-3-0140-s_ffic.fits
45.89642546353707,47.79984879920494,0,/nfs/phtess2/ar0/TESS/FFI/CAL/sector-10/tess2019088172934-s0010-2-3-0140-s_ffic.fits
45.897294288288776,47.799847677236016,0,/nfs/phtess2/ar0/TESS/FFI/CAL/sector-10/tess2019088175934-s0010-2-3-0140-s_ffic.fits
45.89680244571912,47.801215349708514,0,/nfs/phtess2/ar0/TESS/FFI/CAL/sector-10/tess2019088182934-s0010-2-3-0140-s_ffic.fits
45.8968919216195,47.79989686578415,0,/nfs/phtess2/ar0/TESS/FFI/CAL/sector-10/tess2019088185934-s0010-2-3-0140-s_ffic.fits
45.8969421382169,47.80294476050108,0,/nfs/phtess2/ar0/TESS/FFI/CAL/sector-10/tess2019088192934-s0010-2-3-0140-s_ffic.fits
45.89669354589205,47.80198598600373,0,/nfs/phtess2/ar0/TESS/FFI/CAL/sector-10/tess2019088195934-s0010-2-3-0140-s_ffic.fits
45.897555474739306,47.80099858165079,0,/nfs/phtess2/ar0/TESS/FFI/CAL/sector-10/tess2019088202934-s0010-2-3-0140-s_ffic.fits
45.897124799494804,47.801612845457385,0,/nfs/phtess2/ar0/TESS/FFI/CAL/sector-10/tess2019088205934-s0010-2-3-0140-s_ffic.fits
45.89714690890844,47.801855421115306,0,/nfs/phtess2/ar0/TESS/FFI/CAL/sector-10/tess2019088212934-s0010-2-3-0140-s_ffic.fits
45.897002190287594,47.79943045093023,0,/nfs/phtess2/ar0/TESS/FFI/CAL/sector-10/tess2019088215934-s0010-2-3-0140-s_ffic.fits
45.89741846044649,47.801578718606606,0,/nfs/phtess2/ar0/TESS/FFI/CAL/sector-10/tess2019088222934-s0010-2-3-0140-s_ffic.fits
45.89746831651496,47.80114412584339,0,/nfs/phtess2/ar0/TESS/FFI/CAL/sector-10/tess2019088225934-s0010-2-3-0140-s_ffic.fits
45.89701191706706,47.80246736738923,0,/nfs/phtess2/ar0/TESS/FFI/CAL/sector-10/tess2019088232934-s0010-2-3-0140-s_ffic.fits
45.89707724602158,47.80333408740944,0,/nfs/phtess2/ar0/TESS/FFI/CAL/sector-10/tess2019088235934-s0010-2-3-0140-s_ffic.fits
45.897366174186004,47.80108357358006,0,/nfs/phtess2/ar0/TESS/FFI/CAL/sector-10/tess2019089002934-s0010-2-3-0140-s_ffic.fits
45.89695543304299,47.80235327706407,0,/nfs/phtess2/ar0/TESS/FFI/CAL/sector-10/tess2019089005934-s0010-2-3-0140-s_ffic.fits
45.898117180184045,47.80229422213347,0,/nfs/phtess2/ar0/TESS/FFI/CAL/sector-10/tess2019089012934-s0010-2-3-0140-s_ffic.fits
45.89703072828479,47.80085313885911,0,/nfs/phtess2/ar0/TESS/FFI/CAL/sector-10/tess2019089015934-s0010-2-3-0140-s_ffic.fits
45.86477698931765,47.82055637945393,32,/nfs/phtess2/ar0/TESS/FFI/CAL/sector-10/tess2019089022934-s0010-2-3-0140-s_ffic.fits
45.89703930886219,47.8046869365196,0,/nfs/phtess2/ar0/TESS/FFI/CAL/sector-10/tess2019089025934-s0010-2-3-0140-s_ffic.fits
45.89682937542318,47.80474564754445,0,/nfs/phtess2/ar0/TESS/FFI/CAL/sector-10/tess2019089032934-s0010-2-3-0140-s_ffic.fits
45.896365822601865,47.807637556266855,0,/nfs/phtess2/ar0/TESS/FFI/CAL/sector-10/tess2019089035934-s0010-2-3-0140-s_ffic.fits
45.89724203224728,47.803980046392326,0,/nfs/phtess2/ar0/TESS/FFI/CAL/sector-10/tess2019089042934-s0010-2-3-0140-s_ffic.fits
45.89660389104779,47.807353201610795,0,/nfs/phtess2/ar0/TESS/FFI/CAL/sector-10/tess2019089045934-s0010-2-3-0140-s_ffic.fits
45.89600583268407,47.80811259384791,0,/nfs/phtess2/ar0/TESS/FFI/CAL/sector-10/tess2019089052934-s0010-2-3-0140-s_ffic.fits
45.89638389530285,47.80720891709598,0,/nfs/phtess2/ar0/TESS/FFI/CAL/sector-10/tess2019089055934-s0010-2-3-0140-s_ffic.fits
45.89674683005774,47.80618377722931,0,/nfs/phtess2/ar0/TESS/FFI/CAL/sector-10/tess2019089062934-s0010-2-3-0140-s_ffic.fits
45.897191495409174,47.80736422027803,0,/nfs/phtess2/ar0/TESS/FFI/CAL/sector-10/tess2019089065934-s0010-2-3-0140-s_ffic.fits
45.89701218151424,47.80426704716808,0,/nfs/phtess2/ar0/TESS/FFI/CAL/sector-10/tess2019089072934-s0010-2-3-0140-s_ffic.fits
45.89692188875392,47.805977069311666,0,/nfs/phtess2/ar0/TESS/FFI/CAL/sector-10/tess2019089075934-s0010-2-3-0140-s_ffic.fits
45.896686803615694,47.8061083735945,0,/nfs/phtess2/ar0/TESS/FFI/CAL/sector-10/tess2019089082934-s0010-2-3-0140-s_ffic.fits
45.896065737345225,47.8108796412007,0,/nfs/phtess2/ar0/TESS/FFI/CAL/sector-10/tess2019089085934-s0010-2-3-0140-s_ffic.fits
45.896950965576934,47.80382356121004,0,/nfs/phtess2/ar0/TESS/FFI/CAL/sector-10/tess2019089092934-s0010-2-3-0140-s_ffic.fits
45.89632709131001,47.806082141713205,0,/nfs/phtess2/ar0/TESS/FFI/CAL/sector-10/tess2019089095934-s0010-2-3-0140-s_ffic.fits
45.89612816801787,47.8070892512842,0,/nfs/phtess2/ar0/TESS/FFI/CAL/sector-10/tess2019089102934-s0010-2-3-0140-s_ffic.fits
45.89725389182604,47.804390817026615,0,/nfs/phtess2/ar0/TESS/FFI/CAL/sector-10/tess2019089105934-s0010-2-3-0140-s_ffic.fits
45.89711654884263,47.80826022519511,0,/nfs/phtess2/ar0/TESS/FFI/CAL/sector-10/tess2019089112934-s0010-2-3-0140-s_ffic.fits
45.897432481040255,47.80591217194706,0,/nfs/phtess2/ar0/TESS/FFI/CAL/sector-10/tess2019089115934-s0010-2-3-0140-s_ffic.fits
45.896575850474164,47.8048334511484,0,/nfs/phtess2/ar0/TESS/FFI/CAL/sector-10/tess2019089122934-s0010-2-3-0140-s_ffic.fits
45.89660567785086,47.80689616968607,0,/nfs/phtess2/ar0/TESS/FFI/CAL/sector-10/tess2019089125934-s0010-2-3-0140-s_ffic.fits
45.89717137723403,47.806692233010835,0,/nfs/phtess2/ar0/TESS/FFI/CAL/sector-10/tess2019089132934-s0010-2-3-0140-s_ffic.fits
